id;context;question;answer
67;Gracias a la presencia y tamaño de Santander, nos encontramos en una buena posición para apoyar a las empresas que mantengan estas prioridades. estos son los tres desafíos en los que nos centramos con el apoyo de la exclusiva red multinacional formada por 1.300 universidades que Santander ha creado durante varias décadas.;¿La presencia y tamaño de Santander qué han permitido?;nos encontramos en una buena posición para apoyar a las empresas que mantengan estas prioridades
68;• Por último, el conjunto de otros resultados y dotaciones reduce su impacto negativo un 30%, por las menores provisiones para contingencias legales y laborales (trabalhistas).;¿Cuál es la causa de que el conjunto de otros resultados y dotaciones reduzca su impacto negativo un 30%?;las menores provisiones para contingencias legales y laborales (trabalhistas)
69;La OPA, cuyo importe máximo era aproximadamente de 200 millones de euros, se financió en un 50% mediante recursos financieros propios y en otro 50% mediante la emisión de nuevas acciones de la matriz, suscritas, de forma preferente, por los accionistas de Autometal a través de una colocación acelerada en el mercado. Como consecuencia de la operación, accionistas institucionales americanos (de Brasil y EE.UU.) entraron a formar parte del grupo.;¿A consecuencia de qué operación, entraron a formar parte del grupo accionistas institucionales americanos de Brasil y EEUU?;La OPA, cuyo importe máximo era aproximadamente de 200 millones de euros, se financió en un 50% mediante recursos financieros propios y en otro 50% mediante la emisión de nuevas acciones de la matriz, suscritas, de forma preferente, por los accionistas de Autometal a través de una colocación acelerada en el mercado
70;En este sentido, en BBVA consideramos que es crucial crear un círculo de confianza con el cliente, ya que los datos son el elemento esencial para conocerlo mejor.;¿Por qué consideran que es crucial crear un círculo de confianza con el cliente?;los datos son el elemento esencial para conocerlo mejor
71;Estos servicios se han convertido en un pilar clave en la operativa diaria de las plataformas de contratación y difusión de información de BME, pues, a través de ellos, los clientes tienen garantizada la menor latencia posible en el acceso a dichos sistemas, así como una vía de conectividad robusta a los distintos entornos operativos del Grupo BME, y todo ello en igualdad de condiciones para todas las entidades.;¿Qué factores han contribuido a que estos servicios se hayan convertido en un pilar clave en la operativa diaria de las plataformas de contratación y difusión de información de BME?;a través de ellos, los clientes tienen garantizada la menor latencia posible en el acceso a dichos sistemas, así como una vía de conectividad robusta a los distintos entornos operativos del Grupo BME, y todo ello en igualdad de condiciones para todas las entidades
72;Esta evolución refleja los buenos niveles de crecimiento en moneda local en la mayoría de los países como resultado del impulso comercial desarrollado en el ejercicio, que en Brasil se ha visto acompañado por la creciente contribución de la red de BANCO DO BRASIL, principalmente en el seguro de Vida.;¿A qué se debe que la evolución refleje buenos niveles de crecimiento en moneda local en la mayoría de los países?;resultado del impulso comercial desarrollado en el ejercicio, que en Brasil se ha visto acompañado por la creciente contribución de la red de BANCO DO BRASIL, principalmente en el seguro de Vida
73;Este ejercicio no es comparable al realizado en 2014, ya que parte de un escenario más exigente y con supuestos distintos.;¿Por qué este ejercicio no es comparable al realizado en 2014?;parte de un escenario más exigente y con supuestos distintos
74;El margen bruto disminuyó un 15,2%, debido al impacto negativo del incremento de la materia prima y la evolución desfavorable del tipo de cambio dólar estadounidense/euro.;¿A qué se debe la disminución del margen bruto en un 15,2%?;al impacto negativo del incremento de la materia prima y la evolución desfavorable del tipo de cambio dólar estadounidense/euro
75;A lo largo de 2015, Almirall consolidó su estrategia para convertirse en una compañía líder en el campo de la Dermatología. Aunque la Dermatología siempre ha ocupado un lugar importante en la compañía, ahora se ha convertido en nuestra principal área de negocio. Por ello hemos reorientado nuestro portfolio y nuestra I+D a esta nueva realidad, a la vez que mantenemos todos los valores clásicos que han caracterizado a la compañía a lo largo de los años: un compromiso profundamente arraigado de ofrecer medicamentos y dispositivos médicos valiosos allá donde sean necesarios a través de nuestra I+D, acuerdos y alianzas.;¿Qué impacto tiene que la Dermatología se haya convertido en la principal área de negocio de la compañía?;hemos reorientado nuestro portfolio y nuestra I+D a esta nueva realidad, a la vez que mantenemos todos los valores clásicos que han caracterizado a la compañía a lo largo de los años: un compromiso profundamente arraigado de ofrecer medicamentos y dispositivos médicos valiosos allá donde sean necesarios a través de nuestra I+D, acuerdos y alianzas
76;Por el contrario, la Comunidad de Estados Independientes registró un descenso de la producción del 28%. Esta reducción fue menos acusada que la de la demanda interna debido a las exportaciones.;¿Qué efecto tuvieron las exportaciones?;la Comunidad de Estados Independientes registró un descenso de la producción del 28%. Esta reducción fue menos acusada que la de la demanda interna
77;Esta es una de las posibilidades que se presentan ante los clientes gracias a la irrupción de las nuevas tecnologías, que permiten nuevas formas de relacionarse.;¿Qué hace que esta sea una de las posibilidades que se presentan ante los clientes?;la irrupción de las nuevas tecnologías, que permiten nuevas formas de relacionarse
78;Nuestra producción de acería, 615.000 toneladas, no acusó tanto este efecto, puesto que ya habíamos recortado previamente, pero los bajos precios llevaron nuestro EBITDA de 53 millones de euros y nuestros resultados, de apenas 7 millones, a los mínimos trimestrales del año.;¿Qué hizo que su producción de acería, 615.000 toneladas, no acusara tanto este efecto?;ya habíamos recortado previamente
79;Como consecuencia de los acuerdos de bancaseguros heredados de las entidades bancarias absorbidas, el Banco ha continuado en 2015 el proceso de reordenación de los mismos.;¿Por qué motivo el Banco ha continuado en 2015 el proceso de reordenación de los mismos?;los acuerdos de bancaseguros heredados de las entidades bancarias absorbidas
80;Por otra parte, Banco Sabadell se mantiene como referente financiero del sector público gracias a la innovación en productos y servicios para la administración.;¿A qué se debe que Banco Sabadell se mantenga como referente financiero del sector público?;a la innovación en productos y servicios para la administración
81;La Comisión Nacional de los Mercados y la Competencia emitió el 30 de septiembre de 2015 su informe sobre la citada propuesta, donde cuestiona varios aspectos de la futura norma y aconseja notificar la propuesta a Bruselas antes de aprobarla ya que contiene elementos que podrían considerarse ayuda de Estado.;¿En qué resulta la presencia de elementos que podrían considerarse ayuda de Estado?;La Comisión Nacional de los Mercados y la Competencia emitió el 30 de septiembre de 2015 su informe sobre la citada propuesta, donde cuestiona varios aspectos de la futura norma y aconseja notificar la propuesta a Bruselas antes de aprobarla
82;Durante 2014 se captaron nuevos recursos financieros para los siguientes cinco años. Así se ejecutaron varias operaciones destinadas a conseguir nuevos financieras por un importe total de 450 millones de euros. La nueva financiación se estructura en dos tramos: uno, a largo plazo, de 350 millones y otro, a corto, por importe de 100 millones. El plazo de amortización es de cinco años, con una vida media de 4,7 años, con lo que se mejoraron las condiciones recursos, alargar el perfil de vencimientos del grupo y a afrontar los nuevos retos de crecimiento.;¿Qué supuso que el plazo de amortización fuera de cinco años?;se mejoraron las condiciones recursos, alargar el perfil de vencimientos del grupo y a afrontar los nuevos retos de crecimiento
